energy_nu,energy_pos,xsec
1.293320000000108,0.5109991,0.0
1.293320000000108,0.5283752146369645,0.0
1.293320000000108,0.5463421901186485,0.0
1.293320000000108,0.5649201181942789,0.0
1.293320000000108,0.5841297738169039,0.0
1.293320000000108,0.6039926383751911,0.0
1.293320000000108,0.6245309237152042,0.0
1.293320000000108,0.6457675969790215,0.0
1.293320000000108,0.6677264062879705,0.0
1.293320000000108,0.6904319072992015,0.0
1.293320000000108,0.7139094906652953,0.0
1.293320000000108,0.7381854104276141,0.0
1.293320000000108,0.7632868133751435,0.0
1.293320000000108,0.7892417694016606,0.0
1.293320000000108,0.8160793028951714,0.0
1.293320000000108,0.8438294251947225,0.0
1.293320000000108,0.872523168150879,0.0
1.293320000000108,0.902192618827401,0.0
1.293320000000108,0.9328709553829215,0.0
1.293320000000108,0.9645924841727535,0.0
1.293320000000108,0.9973926781123124,0.0
1.293320000000108,1.031308216345058,0.0
1.293320000000108,1.0663770252593106,0.0
1.293320000000108,1.1026383208998134,0.0
1.293320000000108,1.1401326528214648,0.0
1.293320000000108,1.1789019494342616,0.0
1.293320000000108,1.218989564890161,0.0
1.293320000000108,1.2604403275642926,0.0
1.293320000000108,1.3033005901847359,0.0
1.293320000000108,1.3476182816669193,0.0
1.293320000000108,1.3934429607106074,0.0
1.293320000000108,1.44082587121941,0.0
1.293320000000108,1.489819999604788,0.0
1.293320000000108,1.5404801340386356,0.0
1.293320000000108,1.5928629257206988,0.0
1.293320000000108,1.6470269522293433,0.0
1.293320000000108,1.7030327830265155,0.0
1.293320000000108,1.7609430471901457,0.0
1.293320000000108,1.8208225034497387,0.0
1.293320000000108,1.8827381126034677,0.0
1.293320000000108,1.946759112397753,0.0
1.293320000000108,2.012957094953062,0.0
1.293320000000108,2.0814060868225104,0.0
1.293320000000108,2.152182631772792,0.0
1.293320000000108,2.2253658763800095,0.0
1.293320000000108,2.301037658536119,0.0
1.293320000000108,2.3792825989649686,0.0
1.293320000000108,2.4601881958502663,0.0
1.293320000000108,2.543844922681294,0.0
1.293320000000108,2.6303463294257874,0.0
1.293320000000108,2.7197891471431204,0.0
1.293320000000108,2.812273396154774,0.0
1.293320000000108,2.9079024978930565,0.0
1.293320000000108,3.006783390553151,0.0
1.293320000000108,3.1090266486778173,0.0
1.293320000000108,3.214746606808474,0.0
1.293320000000108,3.3240614873409378,0.0
1.293320000000108,3.4370935327287957,0.0
1.293320000000108,3.5539691421822464,0.0
1.293320000000108,3.674819013015273,0.0
1.293320000000108,3.79977828679922,0.0
1.293320000000108,3.9289867004861945,0.0
1.293320000000108,4.062588742671311,0.0
1.293320000000108,4.200733815168499,0.0
1.293320000000108,4.343576400080568,0.0
1.293320000000108,4.491276232550359,0.0
1.293320000000108,4.643998479386153,0.0
1.293320000000108,4.801913923761108,0.0
1.293320000000108,4.965199156193237,0.0
1.293320000000108,5.134036772019513,0.0
1.293320000000108,5.308615575584926,0.0
1.293320000000108,5.489130791374813,0.0
1.293320000000108,5.675784282326599,0.0
1.293320000000108,5.8687847755650155,0.0
1.293320000000108,6.0683480958133105,0.0
1.293320000000108,6.274697406741368,0.0
1.293320000000108,6.488063460520721,0.0
1.293320000000108,6.708684855865466,0.0
1.293320000000108,6.936808304847636,0.0
1.293320000000108,7.172688908785452,0.0
1.293320000000108,7.416590443512888,0.0
1.293320000000108,7.668785654349651,0.0
1.293320000000108,7.92955656110132,0.0
1.293320000000108,8.199194773430834,0.0
1.293320000000108,8.478001816953876,0.0
1.293320000000108,8.7662894704229,0.0
1.293320000000108,9.064380114376839,0.0
1.293320000000108,9.372607091646332,0.0
1.293320000000108,9.69131508011769,0.0
1.293320000000108,10.020860478172338,0.0
1.293320000000108,10.361611803232892,0.0
1.293320000000108,10.713950103861395,0.0
1.293320000000108,11.078269385870724,0.0
1.293320000000108,11.454977052925452,0.0
1.293320000000108,11.84449436212508,0.0
1.293320000000108,12.247256895078985,0.0
1.293320000000108,12.663715044999876,0.0
1.293320000000108,13.094334520360539,0.0
1.293320000000108,13.539596865676895,0.0
1.293320000000108,13.999999999999998,0.0
1.3248133661174555,0.5109991,0.0003280071328941923
1.3248133661174555,0.5283752146369645,0.00042645102507251844
1.3248133661174555,0.5463421901186485,0.0005374784482890918
1.3248133661174555,0.5649201181942789,0.0006574102690150408
1.3248133661174555,0.5841297738169039,0.0007819230297466924
1.3248133661174555,0.6039926383751911,0.0009069337060692412
1.3248133661174555,0.6245309237152042,0.0010293870900186985
1.3248133661174555,0.6457675969790215,0.0011476627728564221
1.3248133661174555,0.6677264062879705,0.001261501369683541
1.3248133661174555,0.6904319072992015,0.0013715779049462867
1.3248133661174555,0.7139094906652953,0.0014789783667955069
1.3248133661174555,0.7381854104276141,0.0015847993958595103
1.3248133661174555,0.7632868133751435,0.0016899529339744932
1.3248133661174555,0.7892417694016606,0.0017951335723613115
1.3248133661174555,0.8160793028951714,0.0019008625508583014
1.3248133661174555,0.8438294251947225,0.0020075440166019993
1.3248133661174555,0.872523168150879,0.0021155074020272873
1.3248133661174555,0.902192618827401,0.002225033846996789
1.3248133661174555,0.9328709553829215,0.0023363719432959486
1.3248133661174555,0.9645924841727535,0.002449747479671323
1.3248133661174555,0.9973926781123124,0.002565369882390879
1.3248133661174555,1.031308216345058,0.00268343672350634
1.3248133661174555,1.0663770252593106,0.002804137013997825
1.3248133661174555,1.1026383208998134,0.0029276536886498157
1.3248133661174555,1.1401326528214648,0.003054165531403255
1.3248133661174555,1.1789019494342616,0.0031838487021624015
1.3248133661174555,1.218989564890161,0.0033168779724398485
1.3248133661174555,1.2604403275642926,0.003453427745069292
1.3248133661174555,1.3033005901847359,0.003593672910716661
1.3248133661174555,1.3476182816669193,0.0037377895797688185
1.3248133661174555,1.3934429607106074,0.003885955718012554
1.3248133661174555,1.44082587121941,0.004038351707456039
